cut_off,previous_year_cutoff,rank,branch,category,district,sports_quota,college_name,college_fees
159,151,4272,Chemical,OC,Thiruvarur,Yes,S.T. Hindu College - Thiruvarur,149000.0
170,177,2869,Aerospace,BC,Chennai,No,SRM Institute of Science and Technology - Kattankulathur,381000.0
140,144,8606,IT,OC,Erode,No,Builders Engineering College - Kangayam,185000.0
154,146,5269,ECE,SC,Erode,Yes,Nandha Engineering College - Erode,180000.0
162,166,4236,EEE,MBC,Pudukkottai,No,Sudharsan Engineering College - Pudukkottai,149000.0
161,154,4955,CSE,SC,Vellore,No,Aaa College of Engineering - Arakkonam,216000.0
130,137,10000,Biotech,OC,Pudukkottai,No,Shanmuganathan Engineering College - Pudukkottai,159000.0
142,145,7560,Mechanical,ST,Kancheepuram,No,P.B. College of Engineering - Irungattukottai,172000.0
139,136,7862,CSE,BC,Virudhunagar,No,Ramco Institute of Technology - Rajapalayam,182000.0
139,146,8093,CSE,MBC,Thiruvarur,No,K.M. Engineering College - Thiruvarur,180000.0
151,152,6388,Biotech,BC,Chennai,No,Saveetha Engineering College - Thandalam,197000.0
150,143,6490,EEE,OC,Cuddalore,No,Christ College of Engineering - Puducherry,173000.0
130,130,9662,Chemical,OC,Kancheepuram,No,Arignar Anna College of Engineering - Kanchipuram,177000.0
134,130,9768,Aerospace,BC,Dindigul,No,Dindigul Engineering College - Dindigul,157000.0
155,157,5536,ECE,SC,Krishnagiri,No,Anna University Regional Campus - Krishnagiri,161000.0
160,153,4772,CSE,MBC,Kanyakumari,Yes,Mar Ephraem College of Engineering - Elavuvilai,180000.0
139,138,8576,Aerospace,MBC,Dindigul,No,R.V.S. College of Engineering - Dindigul,161000.0
133,130,10000,IT,ST,Virudhunagar,No,Kamraj College of Engineering - Virudhunagar,173000.0
132,130,9917,EIE,BC,Theni,No,Sree Sowdambika College of Engineering - Theni,161000.0
132,135,10000,Biotech,BC,Dharmapuri,No,Dharmapuri College of Engineering - Palacode,146000.0
130,130,9827,Chemical,BC,Virudhunagar,No,P.S.R. Engineering College - Sivakasi,143000.0
143,139,7978,Biotech,OC,Ranipet,No,Ranipet Engineering College - Ranipet,149000.0
153,149,5854,Mechanical,BC,Tenkasi,No,Tenkasi Engineering College - Tenkasi,140000.0
130,130,10000,Mechanical,BC,Dharmapuri,No,Dharmapuri College of Engineering - Palacode,162000.0
154,149,5156,IT,SC,Cuddalore,No,St. Anne's College of Engineering - Panruti,169000.0
147,140,7193,Chemical,SC,Chennai,No,RMK Engineering College - Kavaraipettai,201000.0
136,138,8618,Mechanical,ST,Chengalpattu,No,Sri Venkateswara College of Engineering - Sriperumbudur,175000.0
131,130,10000,EEE,OC,Dindigul,Yes,PSNA College of Engineering - Dindigul,149000.0
133,137,8945,EIE,ST,Thiruvallur,No,Vel Tech High Tech Engineering College - Avadi,192000.0
139,138,7946,EIE,ST,Cuddalore,No,Mailam Engineering College - Mailam,163000.0
157,160,5360,Mechanical,OC,Namakkal,No,Vivekanandha College of Engineering - Tiruchengode,154000.0
157,157,5120,EEE,ST,Perambalur,No,Roever Engineering College - Perambalur,162000.0
144,138,7375,Mechanical,SC,Pudukkottai,No,Arasu Engineering College - Pudukkottai,159000.0
130,130,9709,Civil,SC,Dharmapuri,No,M.K. University College - Dharmapuri,138000.0
147,143,6996,Aerospace,OC,Madurai,No,SACS Engineering College - Kilakuha,188000.0
148,152,6212,ECE,MBC,Thiruvarur,No,S.T. Hindu College - Thiruvarur,154000.0
137,136,8860,ECE,BC,Kancheepuram,No,Pallavan College of Engineering - Kanchipuram,208000.0
156,157,5741,Chemical,MBC,Nagapattinam,No,Nagapattinam Engineering College - Nagapattinam,158000.0
133,139,9653,Mechanical,SC,Theni,No,Theni Kammavar Sangam College of Engineering - Theni,152000.0
164,169,4171,Mechanical,BC,Ranipet,No,Vels Institute of Technology - Ranipet,150000.0
132,136,10000,Biotech,ST,Tenkasi,No,Ponjesly College of Engineering - Tenkasi,166000.0
143,145,7370,Mechanical,MBC,Thiruvarur,No,A.V.C. College of Engineering - Thiruvarur,143000.0
152,157,6297,EEE,BC,Dharmapuri,No,Government College of Engineering - Dharmapuri,59000.0
150,158,6011,CSE,MBC,Thoothukkudi,No,National College of Engineering - Thoothukkudi,162000.0
134,139,8956,Chemical,OC,Sivagangai,No,C.E.C. College of Engineering - Sivagangai,141000.0
148,153,6481,EEE,ST,Tenkasi,No,Tenkasi Engineering College - Tenkasi,151000.0
142,149,7907,Civil,OC,Namakkal,No,K.S.R. College of Engineering - Tiruchengode,142000.0
143,135,7256,EEE,BC,Ranipet,No,C. Abdul Hakeem College of Engineering - Ranipet,158000.0
152,149,5975,Aerospace,BC,Thiruvallur,No,R.M.K. Engineering College - Kavaraipettai,196000.0
140,146,8587,Chemical,MBC,Tirunelveli,No,Francis Xavier Engineering College - Pettai,154000.0
130,132,9521,Civil,MBC,Tirunelveli,No,S.Vellaichamy Nadar College - Thatchanallur,140000.0
159,152,5088,Chemical,SC,Villupuram,No,Sri Venkateswara College of Engineering - Villupuram,150000.0
151,157,5695,Mechanical,OC,Theni,No,Sree Sowdambika College of Engineering - Theni,145000.0
153,152,5799,CSE,OC,Sivagangai,No,Alagappa Chettiar College of Engineering - Karaikudi,187000.0
153,154,5463,EEE,SC,Tirunelveli,No,Nellai College of Engineering - Marthandam,173000.0
140,142,8198,Mechanical,OC,Kallakurichi,No,S.K.P. Engineering College - Kallakurichi,157000.0
130,130,10000,Civil,OC,Karur,No,V.S.B. Engineering College - Karur,141000.0
164,172,4378,Chemical,MBC,Thiruvarur,No,S.T. Hindu College - Thiruvarur,142000.0
156,153,5155,CSE,SC,Cuddalore,No,Christ College of Engineering - Puducherry,186000.0
155,155,5038,Biotech,OC,Tenkasi,No,Ponjesly College of Engineering - Tenkasi,143000.0
187,185,1,Chemical,SC,Vellore,No,VIT University Vellore - Katpadi,375000.0
170,164,3309,CSE,MBC,Virudhunagar,Yes,P.S.R. Engineering College - Sivakasi,165000.0
198,195,1,Mechanical,MBC,Coimbatore,No,PSG College of Technology - Peelamedu,371000.0
137,139,8653,IT,BC,Karur,Yes,Chettinad College of Engineering - Karur,161000.0
154,158,5664,IT,OC,Karur,No,Sengunthar Engineering College - Karur,174000.0
148,149,6518,Civil,OC,Salem,No,Shree Venkateshwara College - Gobi,165000.0
152,151,6319,Aerospace,ST,Dharmapuri,No,Government College of Engineering - Dharmapuri,61000.0
131,137,9237,ECE,OC,Salem,No,V.S.B. Engineering College - Karuppur,182000.0
152,155,6463,Chemical,SC,Ramanathapuram,No,Mohamed Sathak Engineering College - Ramanathapuram,153000.0
142,136,7265,EIE,SC,Ramanathapuram,No,Sethu Institute of Technology - Ramanathapuram,146000.0
150,158,6450,EIE,SC,Thoothukkudi,No,National College of Engineering - Thoothukkudi,162000.0
163,159,4429,EEE,OC,Madurai,No,R.V.S. College of Engineering - Dindigul Road,191000.0
137,142,8686,EEE,OC,Pudukkottai,No,Shanmuganathan Engineering College - Pudukkottai,166000.0
155,154,5005,Chemical,MBC,Ranipet,No,S.R.M. University - Ranipet,153000.0
141,144,7658,IT,MBC,Villupuram,No,St. Joseph's College of Engineering - Villupuram,159000.0
141,137,7588,Civil,SC,Nagapattinam,No,M.R.K. College of Engineering - Nagapattinam,146000.0
131,139,10000,Aerospace,BC,Dindigul,No,Sethu Institute of Technology - Dindigul,157000.0
144,148,7378,ECE,OC,Erode,No,K.S. Rangasamy College of Technology - Tiruchengode,186000.0
155,153,5730,Mechanical,SC,Tirunelveli,No,St. Xavier's College of Engineering - Palayamkottai,167000.0
130,134,9674,EIE,BC,Dindigul,No,Sethu Institute of Technology - Dindigul,161000.0
136,134,8704,EIE,MBC,Krishnagiri,No,Alpha College of Engineering - Hosur,153000.0
162,156,4821,EEE,MBC,Tenkasi,No,Ponjesly College of Engineering - Tenkasi,154000.0
135,133,9502,EEE,OC,Virudhunagar,No,Ramco Institute of Technology - Rajapalayam,166000.0
132,130,10000,EIE,OC,Thiruvallur,No,A.R. Engineering College - Villivakkam,202000.0
144,139,7145,Chemical,BC,Dindigul,No,Vickram College of Engineering - Dindigul,156000.0
160,163,4589,Aerospace,BC,Tenkasi,No,Government College of Engineering - Tenkasi,58000.0
155,154,4907,EIE,BC,Karur,No,Chettinad College of Engineering - Karur,154000.0
139,143,8773,Civil,SC,Thanjavur,No,A.V.C. College of Engineering - Mayiladuthurai,149000.0
134,141,9810,Mechanical,OC,Villupuram,Yes,Sri Manakula Vinayagar Engineering - Madagadipet,144000.0
153,158,5613,CSE,MBC,Tirunelveli,No,Nellai College of Engineering - Marthandam,179000.0
153,159,5264,ECE,SC,Namakkal,No,K.S. Rangasamy College of Technology - Tiruchengode,163000.0
151,148,6045,EEE,BC,Kanyakumari,No,Udaya School of Engineering - Vellamodi,153000.0
160,157,4784,Aerospace,BC,Chengalpattu,No,Sree Sastha Institute of Engineering - Chembarambakkam,207000.0
138,131,8822,Civil,BC,Virudhunagar,No,V.P.M.M. Engineering College - Virudhunagar,150000.0
130,130,9837,Civil,MBC,Chennai,No,Sri Sairam Engineering College - Tambaram,199000.0
154,160,5766,Mechanical,SC,Kallakurichi,No,Anna University Regional Campus - Kallakurichi,151000.0
130,130,10000,Civil,MBC,Salem,No,Muthayammal Engineering College - Rasipuram,159000.0
130,136,10000,CSE,OC,Dharmapuri,No,P.G.P. College of Engineering - Namakkal,189000.0
158,160,4395,CSE,BC,Salem,No,Knowledge Institute of Technology - Kakapalayam,189000.0
130,133,10000,EIE,OC,Karur,No,M.Kumarasamy College of Engineering - Karur,145000.0
160,157,4957,EIE,BC,Theni,No,Theni Kammavar Sangam College of Engineering - Theni,160000.0
170,167,2670,EIE,OC,Dharmapuri,No,Government College of Engineering - Dharmapuri,60000.0
145,146,7761,IT,MBC,Pudukkottai,No,M.A.M. College of Engineering - Pudukkottai,159000.0
130,133,10000,EEE,MBC,Sivagangai,No,C.E.C. College of Engineering - Sivagangai,161000.0
147,139,6598,Chemical,OC,Villupuram,No,Idhaya Engineering College - Villupuram,150000.0
154,153,5926,ECE,SC,Tirunelveli,No,Nellai College of Engineering - Marthandam,164000.0
139,133,8012,Civil,MBC,Chennai,No,Sri Sairam Engineering College - Tambaram,181000.0
135,138,8859,EEE,BC,Kallakurichi,No,Kallakurichi Engineering College - Kallakurichi,153000.0
139,143,8702,IT,BC,Krishnagiri,No,T.J.S. Engineering College - Hosur,179000.0
143,135,7317,EIE,SC,Thiruvallur,No,R.M.D. Engineering College - Kavaraipettai,180000.0
158,164,5266,Biotech,BC,Virudhunagar,No,S.Vellaichamy Nadar College - Virudhunagar,149000.0
130,136,10000,Biotech,OC,Vellore,Yes,Aaa College of Engineering - Arakkonam,189000.0
141,142,8493,Mechanical,BC,Madurai,No,Kamraj College of Engineering - Virudhunagar Road,165000.0
152,155,5665,EIE,OC,Krishnagiri,Yes,Alpha College of Engineering - Hosur,156000.0
140,134,7829,CSE,MBC,Salem,No,V.S.B. Engineering College - Karuppur,206000.0
148,155,6216,ECE,BC,Thanjavur,No,Indra Ganesan College of Engineering - Manjakollai,165000.0
140,134,7929,Aerospace,OC,Cuddalore,No,V.R.S. College of Engineering - Villupuram,161000.0
141,133,8193,Biotech,SC,Sivagangai,No,Sivagangai Engineering College - Sivagangai,159000.0
153,152,5964,Biotech,BC,Erode,No,Akshaya College of Engineering - Coimbatore Road,161000.0
141,133,7884,Biotech,ST,Theni,No,Sree Sowdambika College of Engineering - Theni,151000.0
155,163,5125,Biotech,SC,Pudukkottai,No,M.A.M. College of Engineering - Pudukkottai,163000.0
133,132,9428,Aerospace,OC,Thiruvarur,Yes,S.T. Hindu College - Thiruvarur,166000.0
134,134,9584,ECE,BC,Kallakurichi,No,Kallakurichi Engineering College - Kallakurichi,154000.0
130,136,9456,Civil,OC,Tenkasi,No,S.V. College of Engineering - Tenkasi,151000.0
151,154,6666,Chemical,BC,Tenkasi,No,Tenkasi Engineering College - Tenkasi,138000.0
144,141,7547,Aerospace,OC,Sivagangai,No,Alagappa Chettiar College of Engineering - Karaikudi,161000.0
135,130,8808,Aerospace,SC,Salem,No,Sona College of Technology - Suramangalam,185000.0
156,153,4766,IT,ST,Salem,No,Mahendra Engineering College - Mallasamudram,179000.0
142,149,8043,IT,BC,Perambalur,No,Dhanalakshmi Srinivasan Engineering College - Perambalur,172000.0
134,130,8944,Chemical,MBC,Sivagangai,No,C.E.C. College of Engineering - Sivagangai,143000.0
160,166,5088,EIE,SC,Coimbatore,No,Amrita Vishwa Vidyapeetham - Ettimadai,343000.0
154,157,5980,EIE,BC,Krishnagiri,No,Sri Krishna College of Technology - Hosur,148000.0
150,144,6208,Biotech,ST,Vellore,No,Dhanalakshmi Srinivasan College - Perambalur,191000.0
130,130,9731,ECE,BC,Tirunelveli,No,S.Vellaichamy Nadar College - Thatchanallur,176000.0
162,162,4093,IT,BC,Cuddalore,No,V.R.S. College of Engineering - Villupuram,159000.0
144,137,7703,Mechanical,OC,Thiruvallur,Yes,P.B. College of Engineering - Irungattukottai,188000.0
162,155,4170,Aerospace,OC,Kancheepuram,No,Pallavan College of Engineering - Kanchipuram,201000.0
162,163,4641,IT,OC,Chennai,Yes,Madras Institute of Technology - Anna University,231000.0
130,134,9872,Chemical,BC,Namakkal,No,N.P.R. College of Engineering - Namakkal,137000.0
154,162,5507,EEE,BC,Virudhunagar,No,V.P.M.M. Engineering College - Virudhunagar,165000.0
158,152,4860,Mechanical,SC,Kanyakumari,No,Vins Christian College - Nagercoil,150000.0
150,154,6763,EEE,BC,Thiruvallur,No,Alpha College of Engineering - Thirumazhisai,197000.0
140,141,8624,Mechanical,SC,Trichy,No,K.Ramakrishnan College of Engineering - Samayapuram,180000.0
146,144,6730,CSE,OC,Dharmapuri,No,M.K. University College - Dharmapuri,175000.0
163,169,4309,Chemical,OC,Chennai,Yes,Veltech University - Avadi,207000.0
162,166,3832,CSE,OC,Virudhunagar,No,S.Vellaichamy Nadar College - Virudhunagar,169000.0
146,147,6753,IT,MBC,Namakkal,No,K.S. Rangasamy College of Technology - Tiruchengode,164000.0
132,130,9754,Aerospace,BC,Ramanathapuram,No,Syed Ammal Engineering College - Ramanathapuram,167000.0
153,150,5931,ECE,BC,Kanyakumari,No,Arunachala College of Engineering - Vellichanthai,168000.0
167,175,3702,EEE,OC,Madurai,No,P.T.R. College of Engineering - Austinpatti,182000.0
148,148,6436,EEE,OC,Kanyakumari,Yes,St. Mother Theresa College - Vellamadam,170000.0
149,141,6241,ECE,OC,Chennai,No,Sri Sairam Engineering College - Tambaram,227000.0
134,140,8981,Mechanical,MBC,Nagapattinam,No,M.R.K. College of Engineering - Nagapattinam,150000.0
146,153,7637,IT,OC,Perambalur,No,Dhanalakshmi Srinivasan Engineering College - Perambalur,181000.0
130,130,10000,Mechanical,SC,Theni,No,Jayam College of Engineering - Theni,151000.0
154,160,5641,Biotech,SC,Erode,No,Surya Engineering College - Mettur Dam,155000.0
136,142,9101,Biotech,MBC,Kallakurichi,No,S.K.P. Engineering College - Kallakurichi,152000.0
161,169,4388,Biotech,BC,Thanjavur,No,Shanmuganathan Engineering College - Pudukkottai Road,158000.0
140,135,7763,Aerospace,BC,Erode,No,Nandha Engineering College - Erode,184000.0
143,151,7399,Biotech,OC,Virudhunagar,No,Ramco Institute of Technology - Rajapalayam,142000.0
131,137,9565,Mechanical,OC,Chengalpattu,No,Sri Venkateswara College of Engineering - Sriperumbudur,181000.0
130,137,9549,Biotech,ST,Sivagangai,No,Alagappa Chettiar College of Engineering - Karaikudi,153000.0
137,143,8807,EIE,BC,Dharmapuri,No,P.G.P. College of Engineering - Namakkal,168000.0
167,166,2997,CSE,BC,Dharmapuri,No,P.G.P. College of Engineering - Namakkal,181000.0
163,156,3764,ECE,OC,Nagapattinam,No,E.G.S. Pillay Engineering College - Nagapattinam,169000.0
147,150,6351,EEE,SC,Kanyakumari,No,Udaya School of Engineering - Vellamodi,163000.0
132,136,10000,Civil,MBC,Nagapattinam,No,M.R.K. College of Engineering - Nagapattinam,131000.0
142,143,7479,EEE,OC,Chennai,No,Hindustan Institute of Technology - Padur,217000.0
145,140,7408,Civil,OC,Tirunelveli,Yes,National College of Engineering - Karumathur,143000.0
131,130,9706,Mechanical,SC,Thiruvallur,No,R.M.K. Engineering College - Kavaraipettai,188000.0
150,155,6812,ECE,BC,Nagapattinam,No,E.G.S. Pillay Engineering College - Nagapattinam,171000.0
130,138,9585,Biotech,MBC,Thoothukkudi,No,Dr. Sivanthi Aditanar College of Engineering - Thoothukkudi,161000.0
153,146,5509,Chemical,SC,Coimbatore,No,Government College of Technology - Thadagam Road,74000.0
143,146,7777,ECE,SC,Kancheepuram,Yes,Arignar Anna College of Engineering - Kanchipuram,201000.0
130,135,10000,Biotech,OC,Salem,No,Vinayaka Mission University - Aarapalayam,174000.0
156,163,4855,Chemical,OC,Nagapattinam,No,A.V.C. College of Engineering - Nagapattinam,144000.0
136,141,9360,EIE,BC,Krishnagiri,No,Anna University Regional Campus - Krishnagiri,145000.0
158,163,5151,Civil,SC,Kallakurichi,No,S.K.P. Engineering College - Kallakurichi,151000.0
151,151,6606,IT,BC,Thoothukkudi,No,Infant Jesus College of Engineering - Thoothukkudi,160000.0
148,156,7359,Mechanical,OC,Salem,No,The Kavery Engineering College - Mecheri,160000.0
130,130,9934,EIE,MBC,Chennai,No,Madras Institute of Technology - Anna University,203000.0
145,140,7569,Civil,MBC,Chennai,No,Hindustan Institute of Technology - Padur,185000.0
140,144,8207,ECE,OC,Thiruvallur,No,A.R. Engineering College - Villivakkam,206000.0
136,136,8760,Aerospace,OC,Dindigul,No,Sethu Institute of Technology - Dindigul,179000.0
137,138,8705,Civil,OC,Dharmapuri,No,V.M.K.V. Engineering College - Salem,137000.0
138,142,8902,Civil,OC,Namakkal,No,K.S.R. College of Engineering - Tiruchengode,132000.0
138,137,8027,IT,BC,Thiruvarur,Yes,A.V.C. College of Engineering - Thiruvarur,158000.0
130,133,9756,Biotech,SC,Dindigul,No,Vickram College of Engineering - Dindigul,143000.0
151,158,6329,IT,BC,Coimbatore,No,Sri Ramakrishna Engineering College - Vattamalaipalayam,226000.0
130,130,10000,Civil,SC,Trichy,No,Saranathan College of Engineering - Panjappur,157000.0
143,140,8016,EEE,BC,Virudhunagar,No,V.P.M.M. Engineering College - Virudhunagar,154000.0
158,152,5512,Biotech,MBC,Villupuram,No,Mailam Engineering College - Mailam,147000.0
130,130,10000,EIE,BC,Madurai,No,Velammal College of Engineering - Ambai Road,170000.0
164,156,4349,EEE,MBC,Kallakurichi,No,S.K.P. Engineering College - Kallakurichi,153000.0
159,167,5280,Aerospace,ST,Ramanathapuram,No,Syed Ammal Engineering College - Ramanathapuram,159000.0
130,130,9634,Aerospace,OC,Ranipet,No,Vels Institute of Technology - Ranipet,172000.0
145,138,6907,Mechanical,ST,Ramanathapuram,No,Mohamed Sathak Engineering College - Ramanathapuram,154000.0
166,161,3061,ECE,MBC,Namakkal,Yes,Selvam College of Technology - Namakkal,175000.0
146,141,7429,Mechanical,SC,Villupuram,No,St. Joseph's College of Engineering - Villupuram,142000.0
130,131,10000,CSE,OC,Namakkal,No,K.S. Rangasamy College of Technology - Tiruchengode,189000.0
146,146,7673,Biotech,OC,Chennai,No,Jeppiaar Engineering College - Semmancheri,202000.0
153,160,6029,ECE,SC,Virudhunagar,No,S.Vellaichamy Nadar College - Virudhunagar,165000.0
153,148,6164,Civil,OC,Ranipet,No,S.R.M. University - Ranipet,140000.0
130,130,9559,Civil,ST,Trichy,No,National Institute of Technology Trichy - Thuvakudi,161000.0
132,136,9834,Biotech,BC,Tenkasi,No,Ponjesly College of Engineering - Tenkasi,156000.0
156,164,4748,Chemical,MBC,Dharmapuri,No,M.K. University College - Dharmapuri,140000.0
141,136,7474,ECE,OC,Cuddalore,No,Bharathidasan Engineering College - Nallur,153000.0
145,153,7810,Mechanical,BC,Salem,No,Muthayammal Engineering College - Rasipuram,175000.0
157,152,5283,EEE,SC,Theni,No,Theni Kammavar Sangam College of Engineering - Theni,166000.0
162,170,4047,EIE,ST,Thiruvallur,No,Alpha College of Engineering - Thirumazhisai,187000.0
138,130,8580,EIE,BC,Nagapattinam,No,Nagapattinam Engineering College - Nagapattinam,149000.0
141,141,8052,Chemical,BC,Madurai,No,Nadar Saraswathi College of Engineering - Theni Road,179000.0
144,140,6961,EEE,MBC,Thanjavur,No,PRIST University - Vallam,175000.0
135,136,9067,EEE,MBC,Nagapattinam,No,Nagapattinam Engineering College - Nagapattinam,150000.0
143,145,7838,Biotech,BC,Virudhunagar,No,S.Vellaichamy Nadar College - Virudhunagar,145000.0
131,130,10000,Civil,OC,Dindigul,No,R.V.S. College of Engineering - Dindigul,131000.0
153,161,5271,Mechanical,SC,Thiruvarur,No,Thiruvarur Engineering College - Thiruvarur,152000.0
130,130,10000,Aerospace,BC,Kancheepuram,No,Trichy Engineering College - Kanchipuram,208000.0
136,131,9345,Civil,BC,Villupuram,No,Sri Venkateswara College of Engineering - Villupuram,147000.0
131,137,9547,EIE,ST,Kancheepuram,No,Sri Chandrasekharendra Saraswathi Viswa Mahavidyalaya - Enathur,176000.0
164,164,3403,Mechanical,OC,Dindigul,No,Vickram College of Engineering - Dindigul,160000.0
132,139,9091,EIE,BC,Ranipet,No,Vels Institute of Technology - Ranipet,165000.0
132,136,9777,CSE,OC,Trichy,No,K.Ramakrishnan College of Engineering - Samayapuram,203000.0
159,157,4183,IT,MBC,Madurai,No,KLN College of Engineering - Pottapalayam,209000.0
153,149,6142,Biotech,BC,Tirunelveli,No,P.S.N.A. College of Engineering - Palayamkottai,160000.0
131,137,9782,Civil,MBC,Thoothukkudi,Yes,Dr. Sivanthi Aditanar College of Engineering - Thoothukkudi,130000.0
150,158,6393,Civil,OC,Thiruvarur,No,S.T. Hindu College - Thiruvarur,145000.0
135,135,9034,ECE,SC,Theni,No,Sree Sowdambika College of Engineering - Theni,159000.0
150,149,6476,ECE,BC,Krishnagiri,No,Hosur Institute of Technology - Hosur,155000.0
142,135,7617,EEE,OC,Sivagangai,No,Alagappa Chettiar College of Engineering - Karaikudi,152000.0
153,149,6129,Chemical,OC,Sivagangai,No,C.E.C. College of Engineering - Sivagangai,149000.0
165,165,3553,Mechanical,BC,Krishnagiri,No,Alpha College of Engineering - Hosur,149000.0
141,142,7452,CSE,ST,Trichy,No,Sengunthar Engineering College - Thuraiyur,197000.0
168,166,3222,IT,OC,Coimbatore,No,Government College of Technology - Thadagam Road,75000.0
146,144,7095,Biotech,OC,Virudhunagar,No,Ramco Institute of Technology - Rajapalayam,148000.0
146,141,6619,Chemical,OC,Tenkasi,No,Tenkasi Engineering College - Tenkasi,142000.0
148,148,6858,Civil,MBC,Thoothukkudi,No,Rani Anna Government College - Thoothukkudi,53000.0
144,151,7200,Mechanical,MBC,Kancheepuram,No,Shivani Engineering College - Sriperumbudur,187000.0
150,154,6376,CSE,OC,Kallakurichi,No,S.K.P. Engineering College - Kallakurichi,171000.0
161,162,4146,Chemical,OC,Thoothukkudi,Yes,Rani Anna Government College - Thoothukkudi,53000.0
157,162,5734,CSE,BC,Tirunelveli,No,S.Vellaichamy Nadar College - Thatchanallur,175000.0
156,155,5257,Mechanical,ST,Coimbatore,No,Dr. Mahalingam College of Engineering - Pollachi,203000.0
138,134,8025,Civil,ST,Trichy,Yes,National Institute of Technology Trichy - Thuvakudi,165000.0
140,141,7779,Civil,OC,Theni,Yes,Theni Engineering College - Theni,143000.0
133,139,9925,Biotech,BC,Salem,No,Aruna College of Engineering - Thiruchengode,167000.0
152,147,6637,EEE,SC,Chennai,No,St. Joseph's College of Engineering - OMR,216000.0
142,146,8281,ECE,OC,Thiruvarur,No,K.M. Engineering College - Thiruvarur,153000.0
162,166,4248,IT,BC,Theni,No,Sree Sowdambika College of Engineering - Theni,165000.0
156,164,5667,Aerospace,MBC,Vellore,No,Jai Shriram Engineering College - Avinashi,217000.0
139,141,8036,CSE,MBC,Thanjavur,No,A.V.C. College of Engineering - Mayiladuthurai,192000.0
140,141,7702,Chemical,ST,Villupuram,No,V.R.S. College of Engineering - Villupuram,142000.0
148,152,6558,Biotech,SC,Trichy,No,M.I.E.T. Engineering College - Gundur,188000.0
156,149,4774,EEE,OC,Kancheepuram,No,Arignar Anna College of Engineering - Kanchipuram,179000.0
137,138,8255,CSE,OC,Villupuram,No,St. Joseph's College of Engineering - Villupuram,182000.0
131,130,9247,EIE,BC,Trichy,Yes,Jamal Mohamed College - Khajamalai,183000.0
130,130,9850,Biotech,MBC,Namakkal,No,N.P.R. College of Engineering - Namakkal,161000.0
130,130,10000,Biotech,BC,Villupuram,No,V.R.S. College of Engineering - Villupuram,165000.0
145,148,7583,Mechanical,BC,Dharmapuri,Yes,V.M.K.V. Engineering College - Salem,157000.0
138,146,8385,Chemical,BC,Vellore,No,Sakthi Engineering College - Thiruvalam,174000.0
152,149,6324,IT,OC,Theni,No,V.P.N. College of Engineering - Theni,182000.0
133,136,8977,IT,BC,Perambalur,No,Srinivasan Engineering College - Perambalur,177000.0
146,145,7501,EEE,BC,Kallakurichi,No,Anna University Regional Campus - Kallakurichi,155000.0
130,133,10000,EIE,OC,Sivagangai,No,R.V.S. Engineering College - Sivagangai,149000.0
168,176,2802,EEE,MBC,Kallakurichi,No,Kallakurichi Engineering College - Kallakurichi,165000.0
143,141,7819,EIE,BC,Vellore,No,C. Abdul Hakeem College of Engineering - Melvisharam,192000.0
148,148,7021,EIE,OC,Tenkasi,No,Ponjesly College of Engineering - Tenkasi,150000.0
130,131,9791,Civil,BC,Theni,Yes,V.P.N. College of Engineering - Theni,130000.0
167,173,3417,ECE,OC,Thiruvarur,No,Thiruvarur Engineering College - Thiruvarur,173000.0
147,154,7076,ECE,SC,Chengalpattu,No,Valliammai Engineering College - Kattankulathur,193000.0
161,159,4900,Civil,BC,Vellore,No,Dhanalakshmi Srinivasan College - Perambalur,163000.0
145,137,7142,EEE,BC,Dharmapuri,No,P.G.P. College of Engineering - Namakkal,152000.0
161,163,4263,CSE,SC,Virudhunagar,No,Ramco Institute of Technology - Rajapalayam,175000.0
143,137,8040,ECE,SC,Thanjavur,No,Shanmuganathan Engineering College - Pudukkottai Road,179000.0
158,152,4512,EEE,MBC,Kallakurichi,No,S.K.P. Engineering College - Kallakurichi,165000.0
155,147,5703,EEE,OC,Chengalpattu,No,B.S. Abdur Rahman Crescent Institute - Vandalur,192000.0
156,158,5774,Aerospace,SC,Dharmapuri,No,Dharmapuri College of Engineering - Palacode,161000.0
146,143,6939,Chemical,OC,Madurai,No,R.V.S. College of Engineering - Dindigul Road,179000.0
137,132,9217,ECE,SC,Krishnagiri,Yes,P.S.V. College of Engineering - Krishnagiri,173000.0
152,153,6010,Aerospace,ST,Virudhunagar,No,Ramco Institute of Technology - Rajapalayam,156000.0
148,154,6236,CSE,BC,Kancheepuram,No,Shivani Engineering College - Sriperumbudur,201000.0
134,130,8722,Biotech,OC,Erode,Yes,Builders Engineering College - Kangayam,164000.0
139,144,8347,Biotech,OC,Chengalpattu,No,Dhanalakshmi College of Engineering - Tambaram,201000.0
130,136,10000,Biotech,MBC,Nagapattinam,No,A.V.C. College of Engineering - Nagapattinam,143000.0
141,134,7563,EIE,OC,Namakkal,No,K.S.R. College of Engineering - Tiruchengode,146000.0
173,168,2540,Mechanical,BC,Chennai,No,SRM Institute of Science and Technology - Kattankulathur,383000.0
138,145,8931,CSE,SC,Chengalpattu,No,Meenakshi College of Engineering - Vembuliamman Koil Street,216000.0
155,147,5792,IT,SC,Erode,Yes,Velaivani College of Engineering - Thindal,181000.0
136,130,9309,CSE,ST,Thanjavur,No,Periyar Maniammai University - Vallam,189000.0
162,160,3754,ECE,OC,Erode,No,K.S. Rangasamy College of Technology - Tiruchengode,190000.0
